PeakID (cmd=annotatePeaks.pl tss mm10 -list 2020-04-06_Neutrophil_Expressed_Genes_from_STAR.txt -size -500,150 -CpG)	Chr	Start	End	Strand	Not Used	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	CpG%	GC%
NM_183091	chr15	76639779	76640429	-	0	NA	promoter-TSS (NM_183091)	promoter-TSS (NM_183091)	0	NM_183091	72749	Mm.358749	NM_183091	ENSMUSG00000059323	Tonsl	2810439M11Rik|Nfkbil2	tonsoku-like, DNA repair protein	protein-coding	0.033846	0.520737
NM_010029	chr13	112652160	112652810	-	0	NA	promoter-TSS (NM_001145885)	promoter-TSS (NM_001145885)	0	NM_010029	13206	Mm.12818	NM_010029	ENSMUSG00000021758	Ddx4	AV206478|Mvh|VASA	DEAD (Asp-Glu-Ala-Asp) box polypeptide 4	protein-coding	0.080000	0.635945
NM_026890	chr14	55014954	55015604	+	0	NA	promoter-TSS (NM_026890)	promoter-TSS (NM_026890)	0	NM_026890	68966	Mm.21214	NM_026890	ENSMUSG00000022204	Ngdn	1500001L15Rik|Ngd|neuroguidin	neuroguidin, EIF4E binding protein	protein-coding	0.049231	0.513057
NM_008654	chr7	45526118	45526768	-	0	NA	promoter-TSS (NM_008654)	promoter-TSS (NM_008654)	0	NM_008654	17872	Mm.4048	NM_008654	ENSMUSG00000040435	Ppp1r15a	9630030H21|Gadd34|Myd116	protein phosphatase 1, regulatory subunit 15A	protein-coding	0.056923	0.509985
NM_009855	chr16	38458433	38459083	+	0	NA	promoter-TSS (NM_009855)	promoter-TSS (NM_009855)	0	NM_009855	12519	Mm.89474	NM_009855	ENSMUSG00000075122	Cd80	B71|Cd28l|Ly-53|Ly53|MIC17|TSA1	CD80 antigen	protein-coding	0.010769	0.447005
NM_009609	chr11	120348345	120348995	-	0	NA	promoter-TSS (NM_001313923)	promoter-TSS (NM_001313923)	0	NM_009609	11465	Mm.196173	NM_009609	ENSMUSG00000062825	Actg1	AL023024|Actg|Actl|E51	actin, gamma, cytoplasmic 1	protein-coding	0.132308	0.752688
NM_052994	chr10	60105757	60106407	+	0	NA	promoter-TSS (NM_052994)	promoter-TSS (NM_052994)	0	NM_052994	94214	Mm.153429	NM_052994	ENSMUSG00000058297	Spock2	AA407235|Gcap26|mKIAA0275	sparc/osteonectin, cwcv and kazal-like domains proteoglycan 2	protein-coding	0.038462	0.562212
NM_028126	chr11	106193453	106194103	-	0	NA	promoter-TSS (NM_001252448)	promoter-TSS (NM_001252448)	0	NM_028126	72149	Mm.403722	NM_028126	ENSMUSG00000069631	Strada	2610019A05Rik|6030402H20Rik|AI480680|E130112C09Rik	STE20-related kinase adaptor alpha	protein-coding	0.060000	0.606759
NM_008622	chr5	31154101	31154751	-	0	NA	promoter-TSS (NM_001294322)	promoter-TSS (NM_001294322)	0	NM_008622	17527	Mm.271923	NM_008622	ENSMUSG00000107283	Mpv17	Tg.Mpv17	MpV17 mitochondrial inner membrane protein	protein-coding	0.032308	0.534562
NM_177780	chr14	67933422	67934072	-	0	NA	promoter-TSS (NM_177780)	promoter-TSS (NM_177780)	0	NM_177780	68813	Mm.258155	NM_177780	ENSMUSG00000044447	Dock5	1110060D06Rik|AI666732|AI956923|BC016533|E130320D18|lr2|rlc	dedicator of cytokinesis 5	protein-coding	0.120000	0.682028
NM_024277	chr11	29547890	29548540	-	0	NA	promoter-TSS (NM_024277)	promoter-TSS (NM_024277)	0	NM_024277	78294	Mm.180003	NM_024277	ENSMUSG00000020460	Rps27a	0610006J14Rik|Uba52|Ubb|Ubc	ribosomal protein S27A	protein-coding	0.047692	0.511521
NM_026962	chr9	4309316	4309966	+	0	NA	promoter-TSS (NM_001326359)	promoter-TSS (NM_001326359)	0	NM_026962	69149	Mm.25946	NM_026962	ENSMUSG00000025893	Kbtbd3	2200003A07Rik|Bklhd3	kelch repeat and BTB (POZ) domain containing 3	protein-coding	0.075385	0.615975
NM_180678	chr6	55037501	55038151	+	0	NA	promoter-TSS (NM_180678)	promoter-TSS (NM_180678)	0	NM_180678	353172	Mm.250004	NM_180678	ENSMUSG00000029777	Gars	GENA202|Gena201|Nmf249|Sgrp23	glycyl-tRNA synthetase	protein-coding	0.081538	0.586790
NM_011216	chr6	137251799	137252449	+	0	NA	promoter-TSS (NM_011216)	promoter-TSS (NM_011216)	0	NM_011216	19277	Mm.186361	NM_011216	ENSMUSG00000030223	Ptpro	D28|GLEPP1|PTPBK|PTPROt|PTPU2|PTPoc|PTPphi|Ptpn15|R-PTP-O	protein tyrosine phosphatase, receptor type, O	protein-coding	0.027692	0.514593
NM_010071	chr14	70773881	70774531	+	0	NA	promoter-TSS (NM_010071)	promoter-TSS (NM_010071)	0	NM_010071	13449	Mm.243323	NM_010071	ENSMUSG00000022102	Dok2	DokR|Frip|dok-R	docking protein 2	protein-coding	0.009231	0.496160
NM_023440	chr7	4630332	4630982	-	0	NA	promoter-TSS (NM_023440)	promoter-TSS (NM_023440)	0	NM_023440	68255	Mm.389784	NM_023440	ENSMUSG00000045282	Tmem86b	C330014O21Rik	transmembrane protein 86B	protein-coding	0.007692	0.486943
NM_029564	chr11	73176583	73177233	+	0	NA	promoter-TSS (NM_001168470)	promoter-TSS (NM_001168470)	0	NM_029564	76281	Mm.371656	NM_029564	ENSMUSG00000040158	Tax1bp3	1300011C24Rik|TIP-1	Tax1 (human T cell leukemia virus type I) binding protein 3	protein-coding	0.096923	0.674347
NM_153142	chr11	3914514	3915164	-	0	NA	promoter-TSS (NM_153142)	promoter-TSS (NM_153142)	0	NM_153142	103710	Mm.171514	NM_153142	ENSMUSG00000048807	Slc35e4	A330108F03Rik|AI414849|AI536442	solute carrier family 35, member E4	protein-coding	0.026154	0.506912
NM_207028	chr6	42434035	42434685	+	0	NA	promoter-TSS (NM_207028)	promoter-TSS (NM_207028)	0	NM_207028	387353	Mm.377914	NM_207028	ENSMUSG00000048284	Tas2r126	T2R12|T2R26|Tas2r26|Tas2r41|mGR26|mt2r35	taste receptor, type 2, member 126	protein-coding	0.010769	0.476190
NM_172754	chr8	69625398	69626048	-	0	NA	promoter-TSS (NM_172754)	promoter-TSS (NM_172754)	0	NM_172754	234362	Mm.458487	NM_172754	ENSMUSG00000060427	Zfp868	AI449175|AW108241|C530032E20|mszf62	zinc finger protein 868	protein-coding	0.026154	0.493088
NM_053272	chr4	106560538	106561188	+	0	NA	promoter-TSS (NM_053272)	promoter-TSS (NM_053272)	0	NM_053272	74754	Mm.133370	NM_053272	ENSMUSG00000034926	Dhcr24	2310076D10Rik|5830417J06Rik|mKIAA0018	24-dehydrocholesterol reductase	protein-coding	0.089231	0.678955
NM_029466	chr2	15054820	15055470	+	0	NA	promoter-TSS (NM_029466)	promoter-TSS (NM_029466)	0	NM_029466	75869	Mm.174068	NM_029466	ENSMUSG00000017418	Arl5b	4930587A11Rik|AW146430|Arl8	ADP-ribosylation factor-like 5B	protein-coding	0.101538	0.665131
NM_007558	chr4	123343102	123343752	-	0	NA	promoter-TSS (NM_007558)	promoter-TSS (NM_007558)	0	NM_007558	12163	Mm.439749	NM_007558	ENSMUSG00000032726	Bmp8a	Bmp7r1|OP-2|OP2	bone morphogenetic protein 8a	protein-coding	0.035385	0.589862
NR_131915	chr11	17953470	17954120	+	0	NA	promoter-TSS (NR_131915)	promoter-TSS (NR_131915)	0	NR_131915	102633673	Mm.396603	NR_131915	ENSMUSG00000086468	Etaa1os	2900053O20Rik|4930542E09Rik	Ewing tumor-associated antigen 1, opposite strand	ncRNA	0.087692	0.648233
NM_008956	chr10	79853932	79854582	+	0	NA	promoter-TSS (NM_008956)	promoter-TSS (NM_008956)	0	NM_008956	19205	Mm.265610	NM_008956	ENSMUSG00000006498	Ptbp1	AA407203|AL033359|HNRPI|PTB-1|PTB2|PTB3|PTB4|Ptb|pPTB	polypyrimidine tract binding protein 1	protein-coding	0.064615	0.574501
NM_133821	chr1	106171369	106172019	+	0	NA	promoter-TSS (NR_040630)	promoter-TSS (NR_040630)	0	NM_133821	98432	Mm.24115	NM_133821	ENSMUSG00000044340	Phlpp1	AI836256|Phlpp|Plekhe1|SCOP|mKIAA0606	PH domain and leucine rich repeat protein phosphatase 1	protein-coding	0.112308	0.665131
NM_172581	chr12	84361678	84362328	-	0	NA	promoter-TSS (NM_172581)	promoter-TSS (NM_172581)	0	NM_172581	217705	Mm.259468	NM_172581	ENSMUSG00000021234	Fam161b	9330169D17|9830169C18Rik	family with sequence similarity 161, member B	protein-coding	0.061538	0.592934
NM_181401	chr4	15265320	15265970	+	0	NA	promoter-TSS (NM_181401)	promoter-TSS (NM_181401)	0	NM_181401	100201	Mm.394111	NM_181401	ENSMUSG00000043252	Tmem64	9630015D15Rik|AI790744|AV300874	transmembrane protein 64	protein-coding	0.098462	0.691244
NM_207670	chrX	7789493	7790143	+	0	NA	promoter-TSS (NM_001290455)	promoter-TSS (NM_001290455)	0	NM_207670	54645	Mm.194811	NM_207670	ENSMUSG00000031153	Gripap1	AI854681|DXImx47e|GRASP-1|Sfc10|mKIAA1167	GRIP1 associated protein 1	protein-coding	0.038462	0.473118
NM_013706	chr4	134094923	134095573	-	0	NA	promoter-TSS (NM_013706)	promoter-TSS (NM_013706)	0	NM_013706	23833	Mm.24130	NM_013706	ENSMUSG00000000682	Cd52	AI463198|B7|B7-Ag|CAMPATH-1|CLS1|MB7	CD52 antigen	protein-coding	0.004615	0.471582
NM_175375	chr18	36560103	36560753	+	0	NA	promoter-TSS (NM_175375)	promoter-TSS (NM_175375)	0	NM_175375	108857	Mm.482287	NM_175375	ENSMUSG00000024483	Ankhd1	1110004O12Rik|4933432B13Rik|9130019P20Rik|A530027J04Rik|A630021B20Rik|AA571404|Mask|mFLJ00246|mKIAA1085	ankyrin repeat and KH domain containing 1	protein-coding	0.073846	0.594470
NM_026018	chr4	115088208	115088858	+	0	NA	promoter-TSS (NM_026018)	promoter-TSS (NM_026018)	0	NM_026018	67182	Mm.30181	NM_026018	ENSMUSG00000028716	Pdzk1ip1	0610007F13Rik|2700030M23Rik|AU046042|Map17	PDZK1 interacting protein 1	protein-coding	0.009231	0.522273
NM_175158	chr10	88826664	88827314	-	0	NA	promoter-TSS (NM_175158)	promoter-TSS (NM_175158)	0	NM_175158	70683	Mm.29631	NM_175158	ENSMUSG00000004356	Utp20	3830408P06Rik|AA617408|Drim|mDRIM|mDRIN	UTP20 small subunit processome component	protein-coding	0.040000	0.490015
NM_009272	chr4	148591013	148591663	+	0	NA	promoter-TSS (NM_009272)	promoter-TSS (NM_009272)	0	NM_009272	20810	Mm.10	NM_009272	ENSMUSG00000006442	Srm	AA407669|SpdST|SpdSy	spermidine synthase	protein-coding	0.095385	0.665131
NM_026405	chr10	10558057	10558707	-	0	NA	promoter-TSS (NM_026405)	promoter-TSS (NM_026405)	0	NM_026405	67844	Mm.31486	NM_026405	ENSMUSG00000019832	Rab32	2810011A17Rik|AU022057	RAB32, member RAS oncogene family	protein-coding	0.035385	0.522273
NM_025732	chr5	143894917	143895567	-	0	NA	promoter-TSS (NM_025732)	promoter-TSS (NM_025732)	0	NM_025732	66729	Mm.439817	NM_025732	ENSMUSG00000029607	Ankrd61	4921520G13Rik	ankyrin repeat domain 61	protein-coding	0.015385	0.453149
NM_153069	chr11	53422986	53423636	-	0	NA	promoter-TSS (NM_153069)	promoter-TSS (NM_153069)	0	NM_153069	259301	Mm.24283	NM_153069	ENSMUSG00000036216	Leap2	leap-2	liver-expressed antimicrobial peptide 2	protein-coding	0.010769	0.454685
NM_001013365	chr11	4236285	4236935	+	0	NA	promoter-TSS (NM_001013365)	promoter-TSS (NM_001013365)	0	NM_001013365	18413	Mm.131422	NM_001013365	ENSMUSG00000058755	Osm	OncoM	oncostatin M	protein-coding	0.036923	0.589862
NM_138585	chr8	72475083	72475733	-	0	NA	promoter-TSS (NM_138585)	promoter-TSS (NM_138585)	0	NM_138585	27967	Mm.30136	NM_138585	ENSMUSG00000052488	Cherp	5730408I11Rik|D8Wsu96e|DAN16|Scaf6	calcium homeostasis endoplasmic reticulum protein	protein-coding	0.089231	0.583717
NM_008137	chr19	16435167	16435817	+	0	NA	promoter-TSS (NM_008137)	promoter-TSS (NM_008137)	0	NM_008137	14675	Mm.313181	NM_008137	ENSMUSG00000024697	Gna14	AU023208	guanine nucleotide binding protein, alpha 14	protein-coding	0.027692	0.543779
NM_138669	chr11	119299893	119300543	-	0	NA	promoter-TSS (NM_138669)	promoter-TSS (NM_138669)	0	NM_138669	192170	Mm.197555	NM_138669	ENSMUSG00000025580	Eif4a3	2400003O03Rik|Ddx48|eIF4A-III|mKIAA0111	eukaryotic translation initiation factor 4A3	protein-coding	0.110769	0.655914
NM_001099328	chr2	174643034	174643684	+	0	NA	promoter-TSS (NM_001099328)	promoter-TSS (NM_001099328)	0	NM_001099328	100043757	Mm.48711	NM_001099328	ENSMUSG00000050600	Zfp831	-	zinc finger protein 831	protein-coding	0.015385	0.516129
NM_013908	chr2	25500250	25500900	+	0	NA	promoter-TSS (NM_027062)	promoter-TSS (NM_027062)	0	NM_013908	30839	Mm.29170	NM_013908	ENSMUSG00000015095	Fbxw5	AI159739|Fbw5	F-box and WD-40 domain protein 5	protein-coding	0.049231	0.580645
NM_178696	chr3	88424991	88425641	-	0	NA	promoter-TSS (NM_001145876)	promoter-TSS (NM_001145876)	0	NM_178696	229517	Mm.301740	NM_178696	ENSMUSG00000050144	Slc25a44	6720482A19|B430110G05Rik	solute carrier family 25, member 44	protein-coding	0.030769	0.514593
NM_153560	chr2	32534859	32535509	+	0	NA	promoter-TSS (NM_153560)	promoter-TSS (NM_153560)	0	NM_153560	98952	Mm.4065	NM_153560	ENSMUSG00000039157	Fam102a	AI426465|C230093N12Rik|Eeig1	family with sequence similarity 102, member A	protein-coding	0.101538	0.678955
NM_016972	chr14	54781736	54782386	-	0	NA	promoter-TSS (NM_016972)	promoter-TSS (NM_016972)	0	NM_016972	50934	Mm.276831	NM_016972	ENSMUSG00000022180	Slc7a8	AA408822|LAT2	solute carrier family 7 (cationic amino acid transporter, y+ system), member 8	protein-coding	0.044615	0.539171
NM_010286	chrX	140548421	140549071	-	0	NA	promoter-TSS (NM_010286)	promoter-TSS (NM_010286)	0	NM_010286	14605	Mm.22216	NM_010286	ENSMUSG00000031431	Tsc22d3	DIP|Dsip1|Gilz|TSC-22R|Tilz3	TSC22 domain family, member 3	protein-coding	0.004615	0.433180
NM_028019	chr11	80183369	80184019	+	0	NA	promoter-TSS (NM_028019)	promoter-TSS (NM_028019)	0	NM_028019	71956	Mm.22985	NM_028019	ENSMUSG00000020707	Rnf135	0610037N03Rik|2410006N06Rik|Riplet|U 2-3-0	ring finger protein 135	protein-coding	0.033846	0.519201
NM_025589	chr12	69183917	69184567	-	0	NA	promoter-TSS (NM_025589)	promoter-TSS (NM_025589)	0	NM_025589	66483	Mm.379115	NM_025589	ENSMUSG00000049751	Rpl36al	2410038A03Rik|RPL36A	ribosomal protein L36A-like	protein-coding	0.133846	0.714286
NM_025527	chr18	34330645	34331295	+	0	NA	promoter-TSS (NM_025527)	promoter-TSS (NM_025527)	0	NM_025527	66384	Mm.29452	NM_025527	ENSMUSG00000014504	Srp19	2310020D23Rik	signal recognition particle 19	protein-coding	0.078462	0.592934
NM_001166552	chr1	133660735	133661385	-	0	NA	promoter-TSS (NM_001166552)	promoter-TSS (NM_001166552)	0	NM_001166552	667118	Mm.245357	NM_001166552	ENSMUSG00000102049	Zbed6	Gm8466|MGR	zinc finger, BED type containing 6	protein-coding	0.066154	0.615975
NM_007639	chr3	86999190	86999840	-	0	NA	promoter-TSS (NM_007639)	promoter-TSS (NM_007639)	0	NM_007639	12479	Mm.1894	NM_007639	ENSMUSG00000028076	Cd1d1	AI747460|CD1.1|Cd1a|Cd1d|Ly-38	CD1d1 antigen	protein-coding	0.030769	0.439324
NM_001128094	chr16	30388380	30389030	-	0	NA	promoter-TSS (NM_001128094)	promoter-TSS (NM_001128094)	0	NM_001128094	224088	Mm.8924	NM_001128094	ENSMUSG00000022533	Atp13a3	AU022875|Gm1745|Gm541|Gm542	ATPase type 13A3	protein-coding	0.147692	0.772657
NM_001081326	chr3	116808016	116808666	-	0	NA	promoter-TSS (NM_001362367)	promoter-TSS (NM_001362367)	0	NM_001081326	77559	Mm.237099	NM_001081326	ENSMUSG00000033400	Agl	1110061O17Rik|9430004C13Rik|9630046L06Rik|AI850929|C77197	amylo-1,6-glucosidase, 4-alpha-glucanotransferase	protein-coding	0.069231	0.623656
NM_016916	chr2	157566211	157566861	-	0	NA	promoter-TSS (NM_016916)	promoter-TSS (NM_016916)	0	NM_016916	53619	Mm.480461	NM_016916	ENSMUSG00000067787	Blcap	AI462828|Bc10	bladder cancer associated protein	protein-coding	0.061538	0.562212
NM_019835	chr2	167349028	167349678	-	0	NA	promoter-TSS (NM_019835)	promoter-TSS (NM_019835)	0	NM_019835	56336	Mm.200886	NM_019835	ENSMUSG00000017929	B4galt5	9430078I07Rik|AW049941|AW539721	UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5	protein-coding	0.107692	0.746544
NM_010638	chr19	23140726	23141376	+	0	NA	promoter-TSS (NM_010638)	promoter-TSS (NM_010638)	0	NM_010638	16601	Mm.291595	NM_010638	ENSMUSG00000033863	Klf9	2310051E17Rik|AA589643|BTEB-1|Bteb1|Gm9971	Kruppel-like factor 9	protein-coding	0.093846	0.639017
NR_045849	chr8	123234591	123235241	+	0	NA	promoter-TSS (NR_045849)	promoter-TSS (NR_045849)	0	NR_045849	71186	Mm.449984	NR_045849	ENSMUSG00000097637	4933417D19Rik	-	RIKEN cDNA 4933417D19 gene	ncRNA	0.020000	0.536098
NM_030165	chr6	118138990	118139640	-	0	NA	promoter-TSS (NM_001362149)	promoter-TSS (NM_001362149)	0	NM_030165	78752	Mm.300317	NM_030165	ENSMUSG00000042042	Csgalnact2	4632415D10Rik|Galnact2	chondroitin sulfate N-acetylgalactosaminyltransferase 2	protein-coding	0.067692	0.606759
NM_019921	chr11	61930107	61930757	-	0	NA	promoter-TSS (NM_019921)	promoter-TSS (NM_019921)	0	NM_019921	56697	Mm.274404	NM_019921	ENSMUSG00000047804	Akap10	1500031L16Rik|B130049N18Rik|D-AKAP-2|D-AKAP2|PRKA10	A kinase (PRKA) anchor protein 10	protein-coding	0.070769	0.614439
NM_134079	chr14	21052074	21052724	+	0	NA	promoter-TSS (NM_018829)	promoter-TSS (NM_018829)	0	NM_134079	11534	Mm.188734	NM_134079	ENSMUSG00000039197	Adk	2310026J05Rik|5033405D03Rik|AI255373|AI987814|Ak	adenosine kinase	protein-coding	0.072308	0.626728
NM_172591	chr13	98815299	98815949	-	0	NA	promoter-TSS (NM_172591)	promoter-TSS (NM_172591)	0	NM_172591	218503	Mm.23928	NM_172591	ENSMUSG00000041685	Fcho2	5832424M12Rik|AA387320	FCH domain only 2	protein-coding	0.056923	0.583717
NM_028388	chr17	66101409	66102059	-	0	NA	promoter-TSS (NM_028388)	promoter-TSS (NM_028388)	0	NM_028388	72900	Mm.2206	NM_028388	ENSMUSG00000024099	Ndufv2	2900010C23Rik	NADH:ubiquinone oxidoreductase core subunit V2	protein-coding	0.090769	0.603687
NM_020505	chr3	109340183	109340833	+	0	NA	promoter-TSS (NM_020505)	promoter-TSS (NM_020505)	0	NM_020505	57257	Mm.282257	NM_020505	ENSMUSG00000033721	Vav3	A530094I06Rik|AA986410|Idd18.1	vav 3 oncogene	protein-coding	0.087692	0.662058
NM_027539	chr3	86920734	86921384	-	0	NA	promoter-TSS (NM_001195497)	promoter-TSS (NM_001195497)	0	NM_027539	70762	Mm.44490	NM_027539	ENSMUSG00000028078	Dclk2	6330415M09Rik|AU044875|CL2|CLICK2|Click-II|Dcamkl2	doublecortin-like kinase 2	protein-coding	0.064615	0.533026
NM_198860	chr10	75560180	75560830	-	0	NA	promoter-TSS (NM_198860)	promoter-TSS (NM_198860)	0	NM_198860	192734	Mm.259320	NM_198860	ENSMUSG00000046807	Lrrc75b	AI646023|Fam211b	leucine rich repeat containing 75B	protein-coding	0.047692	0.603687
NM_009687	chr14	50924449	50925099	+	0	NA	promoter-TSS (NM_009687)	promoter-TSS (NM_009687)	0	NM_009687	11792	Mm.203	NM_009687	ENSMUSG00000035960	Apex1	APE|Apex|HAP1|Ref-1	apurinic/apyrimidinic endonuclease 1	protein-coding	0.086154	0.600614
NM_013785	chr9	108002148	108002798	+	0	NA	promoter-TSS (NM_013785)	promoter-TSS (NM_013785)	0	NM_013785	27399	Mm.276155	NM_013785	ENSMUSG00000032594	Ip6k1	1200016D08Rik|AU022776|Ihpk1|InsP6|InsP6k1|Itpk6	inositol hexaphosphate kinase 1	protein-coding	0.064615	0.605223
NM_013692	chr15	38300561	38301211	-	0	NA	promoter-TSS (NM_013692)	promoter-TSS (NM_013692)	0	NM_013692	21847	Mm.4292	NM_013692	ENSMUSG00000037465	Klf10	AI115143|EGR[a]|Egral|Gdnfif|TIEG-1|Tieg|Tieg1|mGIF	Kruppel-like factor 10	protein-coding	0.100000	0.709677
NM_001039532	chr7	5038296	5038946	-	0	NA	promoter-TSS (NM_001039532)	promoter-TSS (NM_001039532)	0	NM_001039532	654801	Mm.333548	NM_001039532	ENSMUSG00000043290	Zfp784	C730049F21Rik|Znf784	zinc finger protein 784	protein-coding	0.069231	0.572965
NM_025995	chr10	5805315	5805965	-	0	NA	promoter-TSS (NM_025995)	promoter-TSS (NM_025995)	0	NM_025995	67141	Mm.197520	NM_025995	ENSMUSG00000019773	Fbxo5	2510044I10Rik|C85305|Emi1|Fbxo31	F-box protein 5	protein-coding	0.072308	0.628264
NM_026283	chr14	21750031	21750681	+	0	NA	promoter-TSS (NM_026283)	promoter-TSS (NM_026283)	0	NM_026283	67630	Mm.102765	NM_026283	ENSMUSG00000021770	Samd8	1110053F04Rik|1700010P07Rik|SMSr	sterile alpha motif domain containing 8	protein-coding	0.043077	0.554531
NM_028782	chr17	56626753	56627403	-	0	NA	promoter-TSS (NM_001357897)	promoter-TSS (NM_001357897)	0	NM_028782	74142	Mm.329136	NM_028782	ENSMUSG00000041168	Lonp1	1200017E13Rik|LON|Prss15	lon peptidase 1, mitochondrial	protein-coding	0.076923	0.642089
NM_009730	chr2	130905995	130906645	+	0	NA	promoter-TSS (NM_009730)	promoter-TSS (NM_009730)	0	NM_009730	11990	Mm.119936	NM_009730	ENSMUSG00000027312	Atrn	AW558010|Mgca|mg	attractin	protein-coding	0.081538	0.611367
NM_025978	chr3	33799683	33800333	+	0	NA	promoter-TSS (NM_001290500)	promoter-TSS (NM_001290500)	0	NM_025978	67120	Mm.275710	NM_025978	ENSMUSG00000027677	Ttc14	2700016E08Rik|4930434D01Rik|4931403I22Rik|4933402I15Rik|AI662468|AU014779|AW561908|cI-44|mKIAA1980	tetratricopeptide repeat domain 14	protein-coding	0.101538	0.666667
NM_011156	chr10	45066716	45067366	+	0	NA	promoter-TSS (NM_011156)	promoter-TSS (NM_011156)	0	NM_011156	19072	Mm.37294	NM_011156	ENSMUSG00000019849	Prep	AI047692|AI450383|D10Wsu136e|PE|PEP|Pop	prolyl endopeptidase	protein-coding	0.110769	0.688172
NM_027141	chr17	24886981	24887631	+	0	NA	promoter-TSS (NM_027141)	promoter-TSS (NM_027141)	0	NM_027141	79043	Mm.274794	NM_027141	ENSMUSG00000024160	Spsb3	2310012N15Rik|3300001M01Rik|SSB3|Tce1|mKIAA4204	splA/ryanodine receptor domain and SOCS box containing 3	protein-coding	0.030769	0.548387
NR_106158	chr7	3218545	3219195	-	0	NA	promoter-TSS (NR_029642)	promoter-TSS (NR_029642)	0	NR_106158	102465789		NR_106158	ENSMUSG00000106340	Mir290b	mmu-mir-290b	microRNA 290b	ncRNA	0.041538	0.511521
NM_013862	chr1	160792788	160793438	-	0	NA	promoter-TSS (NM_013862)	promoter-TSS (NM_013862)	0	NM_013862	29809	Mm.25833	NM_013862	ENSMUSG00000026721	Rabgap1l	5830411O09Rik|8430421H08Rik|9630005B12Rik|AW049894|HHL|Hh1|mKIAA0471	RAB GTPase activating protein 1-like	protein-coding	0.089231	0.645161
NM_009395	chr11	78536110	78536760	-	0	NA	promoter-TSS (NM_001159392)	promoter-TSS (NM_001159392)	0	NM_009395	21927	Mm.386774	NM_009395	ENSMUSG00000017615	Tnfaip1	Bacurd2|Edp-1|Edp1|Tnfip1	tumor necrosis factor, alpha-induced protein 1 (endothelial)	protein-coding	0.080000	0.612903
NM_009662	chr6	116461028	116461678	-	0	NA	promoter-TSS (NM_009662)	promoter-TSS (NM_009662)	0	NM_009662	11689	Mm.41072	NM_009662	ENSMUSG00000025701	Alox5	5-LO|5-LOX|5LO|5LX|AI850497|F730011J02	arachidonate 5-lipoxygenase	protein-coding	0.027692	0.556068
NM_144848	chr15	76120045	76120695	-	0	NA	promoter-TSS (NM_144848)	promoter-TSS (NM_144848)	0	NM_144848	223650	Mm.259929	NM_144848		Eppk1	6230424I18Rik|EPIPL|EPIPL1|EPPK	epiplakin 1	protein-coding	0.012308	0.576037
NR_029716	chr4	120769472	120770122	-	0	NA	promoter-TSS (NR_029716)	promoter-TSS (NR_029716)	0	NR_029716	387227		NR_029716	ENSMUSG00000065490	Mir30c-1	Mirn30c|Mirn30c-1|mir-30c-1	microRNA 30c-1	ncRNA	0.012308	0.447005
NM_033354	chr1	157506296	157506946	+	0	NA	promoter-TSS (NR_027641)	promoter-TSS (NR_027641)	0	NM_033354	89867	Mm.87114	NM_033354	ENSMUSG00000026589	Sec16b	Lztr2|Rgpr|Rgpr-p117	SEC16 homolog B (S. cerevisiae)	protein-coding	0.010769	0.391705
NM_022433	chr7	140882159	140882809	-	0	NA	promoter-TSS (NM_022433)	promoter-TSS (NM_022433)	0	NM_022433	64384	Mm.29760	NM_022433	ENSMUSG00000025486	Sirt3	2310003L23Rik|AI848213|Sir2l3	sirtuin 3	protein-coding	0.052308	0.569892
NM_026329	chr19	8798407	8799057	-	0	NA	promoter-TSS (NM_026329)	promoter-TSS (NM_026329)	0	NM_026329	67710	Mm.22117	NM_026329	ENSMUSG00000071662	Polr2g	2410046K11Rik|A230108L04Rik|C76415|RBP7|Rpo2-7l	polymerase (RNA) II (DNA directed) polypeptide G	protein-coding	0.027692	0.479263
NM_028516	chr1	184033848	184034498	-	0	NA	promoter-TSS (NM_028516)	promoter-TSS (NM_028516)	0	NM_028516	73363	Mm.50115	NM_028516	ENSMUSG00000044854	1700056E22Rik	-	RIKEN cDNA 1700056E22 gene	protein-coding	0.072308	0.614439
